01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala ,09. Símbolo,10. Valor,Região de Saúde
2021.0,,Odivelas,Município,Total,Total,, pessoas,,149121.0,Região de Saúde LVT
2021.0,,Oeiras,Município,Total,Total,, pessoas,,171836.0,Região de Saúde LVT
2021.0,,Oleiros,Município,Total,Total,, pessoas,,4933.0,Região de Saúde do Centro
2021.0,,Olhão,Município,Total,Total,, pessoas,,44623.0,Região de Saúde do Algarve
2021.0,,Oliveira de Azeméis,Município,Total,Total,, pessoas,,66617.0,Região de Saúde do Centro
2021.0,,Oliveira de Frades,Município,Total,Total,, pessoas,,9658.0,Região de Saúde do Centro
2021.0,,Oliveira do Bairro,Município,Total,Total,, pessoas,,23774.0,Região de Saúde do Centro
2021.0,,Oliveira do Hospital,Município,Total,Total,, pessoas,,19472.0,Região de Saúde do Centro
2021.0,,Ourém,Município,Total,Total,, pessoas,,45270.0,Região de Saúde LVT
2021.0,,Ourique,Município,Total,Total,, pessoas,,4823.0,Região de Saúde do Alentejo
2021.0,,Ovar,Município,Total,Total,, pessoas,,55584.0,Região de Saúde do Centro
2021.0,,Paços de Ferreira,Município,Total,Total,, pessoas,,55743.0,Região de Saúde Norte
2021.0,,Palmela,Município,Total,Total,, pessoas,,70262.0,Região de Saúde LVT
2021.0,,Pampilhosa da Serra,Município,Total,Total,, pessoas,,4072.0,Região de Saúde do Centro
2021.0,,Paredes,Município,Total,Total,, pessoas,,84972.0,Região de Saúde Norte
2021.0,,Paredes de Coura,Município,Total,Total,, pessoas,,8683.0,Região de Saúde Norte
2021.0,,Pedrógão Grande,Município,Total,Total,, pessoas,,3503.0,Região de Saúde LVT
2021.0,,Penacova,Município,Total,Total,, pessoas,,13017.0,Região de Saúde do Centro
2021.0,,Penafiel,Município,Total,Total,, pessoas,,69850.0,Região de Saúde Norte
2021.0,,Penalva do Castelo,Município,Total,Total,, pessoas,,7330.0,Região de Saúde do Centro
2021.0,,Penamacor,Município,Total,Total,, pessoas,,4796.0,Região de Saúde do Centro
2021.0,,Penedono,Município,Total,Total,, pessoas,,2795.0,Região de Saúde do Centro
2021.0,,Penela,Município,Total,Total,, pessoas,,5501.0,Região de Saúde do Centro
2021.0,,Peniche,Município,Total,Total,, pessoas,,26742.0,Região de Saúde LVT
2021.0,,Peso da Régua,Município,Total,Total,, pessoas,,14494.0,Região de Saúde Norte
2021.0,,Pinhel,Município,Total,Total,, pessoas,,8003.0,Região de Saúde do Centro
2021.0,,Pombal,Município,Total,Total,, pessoas,,51441.0,Região de Saúde LVT
2021.0,,Ponta Delgada,Município,Total,Total,, pessoas,,67844.0,Região Autónoma dos Açores
2021.0,,Ponta do Sol,Município,Total,Total,, pessoas,,8474.0,Região Autónoma da Madeira
2021.0,,Ponte da Barca,Município,Total,Total,, pessoas,,11050.0,Região de Saúde Norte
2021.0,,Ponte de Lima,Município,Total,Total,, pessoas,,41141.0,Região de Saúde Norte
2021.0,,Ponte de Sor,Município,Total,Total,, pessoas,,15263.0,Região de Saúde do Alentejo
2021.0,,Portalegre,Município,Total,Total,, pessoas,,22250.0,Região de Saúde do Alentejo
2021.0,,Portel,Município,Total,Total,, pessoas,,5763.0,Região de Saúde do Alentejo
2021.0,,Portimão,Município,Total,Total,, pessoas,,60278.0,Região de Saúde do Algarve
2021.0,,Porto,Município,Total,Total,, pessoas,,236003.0,Região de Saúde Norte
2021.0,,Porto de Mós,Município,Total,Total,, pessoas,,23521.0,Região de Saúde LVT
2021.0,,Porto Moniz,Município,Total,Total,, pessoas,,2493.0,Região Autónoma da Madeira
2021.0,,Porto Santo,Município,Total,Total,, pessoas,,5209.0,Região Autónoma da Madeira
2021.0,,Póvoa de Lanhoso,Município,Total,Total,, pessoas,,22109.0,Região de Saúde Norte
2021.0,,Póvoa de Varzim,Município,Total,Total,, pessoas,,65111.0,Região de Saúde Norte
2021.0,,Povoação,Município,Total,Total,, pessoas,,5876.0,Região Autónoma dos Açores
2021.0,,Proença-a-Nova,Município,Total,Total,, pessoas,,7131.0,Região de Saúde do Centro
2021.0,,Redondo,Município,Total,Total,, pessoas,,6289.0,Região de Saúde do Alentejo
2021.0,,Reguengos de Monsaraz,Município,Total,Total,, pessoas,,9870.0,Região de Saúde do Alentejo
2021.0,,Resende,Município,Total,Total,, pessoas,,9970.0,Região de Saúde do Centro
2021.0,,Ribeira Brava,Município,Total,Total,, pessoas,,12828.0,Região Autónoma da Madeira
2021.0,,Ribeira de Pena,Município,Total,Total,, pessoas,,5859.0,Região de Saúde Norte
2021.0,,Ribeira Grande,Município,Total,Total,, pessoas,,31759.0,Região Autónoma dos Açores
2021.0,,Rio Maior,Município,Total,Total,, pessoas,,21559.0,Região de Saúde LVT
2021.0,,Sabrosa,Município,Total,Total,, pessoas,,5569.0,Região de Saúde Norte
2021.0,,Sabugal,Município,Total,Total,, pessoas,,11354.0,Região de Saúde do Centro
2021.0,,Salvaterra de Magos,Município,Total,Total,, pessoas,,22296.0,Região de Saúde LVT
2021.0,,Santa Comba Dão,Município,Total,Total,, pessoas,,10789.0,Região de Saúde do Centro
2021.0,,Santa Cruz,Município,Total,Total,, pessoas,,42964.0,Região Autónoma da Madeira
2021.0,,Santa Cruz da Graciosa,Município,Total,Total,, pessoas,,4109.0,Região Autónoma dos Açores
2021.0,,Santa Cruz das Flores,Município,Total,Total,, pessoas,,2075.0,Região Autónoma dos Açores
2021.0,,Santa Maria da Feira,Município,Total,Total,, pessoas,,137368.0,Região de Saúde do Centro
2021.0,,Santa Marta de Penaguião,Município,Total,Total,, pessoas,,6039.0,Região de Saúde Norte
2021.0,,Santana,Município,Total,Total,, pessoas,,6527.0,Região Autónoma da Madeira
2021.0,,Santarém,Município,Total,Total,, pessoas,,59764.0,Região de Saúde LVT
2021.0,,Santiago do Cacém,Município,Total,Total,, pessoas,,28039.0,Região de Saúde LVT
2021.0,,Santo Tirso,Município,Total,Total,, pessoas,,67663.0,Região de Saúde Norte
2021.0,,São Brás de Alportel,Município,Total,Total,, pessoas,,11357.0,Região de Saúde do Algarve
2021.0,,São João da Madeira,Município,Total,Total,, pessoas,,22789.0,Região de Saúde do Centro
2021.0,,São João da Pesqueira,Município,Total,Total,, pessoas,,6814.0,Região de Saúde do Centro
2021.0,,São Pedro do Sul,Município,Total,Total,, pessoas,,15177.0,Região de Saúde do Centro
2021.0,,São Roque do Pico,Município,Total,Total,, pessoas,,3292.0,Região Autónoma dos Açores
2021.0,,São Vicente,Município,Total,Total,, pessoas,,4863.0,Região Autónoma da Madeira
2021.0,,Sardoal,Município,Total,Total,, pessoas,,3552.0,Região de Saúde LVT
2021.0,,Sátão,Município,Total,Total,, pessoas,,11028.0,Região de Saúde do Centro
2021.0,,Seia,Município,Total,Total,, pessoas,,21709.0,Região de Saúde do Centro
2021.0,,Seixal,Município,Total,Total,, pessoas,,168103.0,Região de Saúde LVT
2021.0,,Sernancelhe,Município,Total,Total,, pessoas,,5699.0,Região de Saúde do Centro
2021.0,,Serpa,Município,Total,Total,, pessoas,,13767.0,Região de Saúde do Alentejo
2021.0,,Sertã,Município,Total,Total,, pessoas,,14872.0,Região de Saúde do Centro
2021.0,,Sesimbra,Município,Total,Total,, pessoas,,53396.0,Região de Saúde LVT
2021.0,,Setúbal,Município,Total,Total,, pessoas,,123128.0,Região de Saúde LVT
2021.0,,Sever do Vouga,Município,Total,Total,, pessoas,,11013.0,Região de Saúde do Centro
2021.0,,Silves,Município,Total,Total,, pessoas,,38239.0,Região de Saúde do Algarve
2021.0,,Sines,Município,Total,Total,, pessoas,,14469.0,Região de Saúde LVT
2021.0,,Sintra,Município,Total,Total,, pessoas,,387235.0,Região de Saúde LVT
2021.0,,Sobral de Monte Agraço,Município,Total,Total,, pessoas,,11125.0,Região de Saúde LVT
2021.0,,Soure,Município,Total,Total,, pessoas,,17279.0,Região de Saúde do Centro
2021.0,,Sousel,Município,Total,Total,, pessoas,,4424.0,Região de Saúde do Alentejo
2021.0,,Tábua,Município,Total,Total,, pessoas,,11347.0,Região de Saúde do Centro
2021.0,,Tabuaço,Município,Total,Total,, pessoas,,5039.0,Região de Saúde do Centro
2021.0,,Tarouca,Município,Total,Total,, pessoas,,7381.0,Região de Saúde do Centro
2021.0,,Tavira,Município,Total,Total,, pessoas,,27524.0,Região de Saúde do Algarve
2021.0,,Terras de Bouro,Município,Total,Total,, pessoas,,6368.0,Região de Saúde Norte
2021.0,,Tomar,Município,Total,Total,, pessoas,,36546.0,Região de Saúde LVT
2021.0,,Tondela,Município,Total,Total,, pessoas,,25899.0,Região de Saúde do Centro
2021.0,,Torre de Moncorvo,Município,Total,Total,, pessoas,,6782.0,Região de Saúde Norte
2021.0,,Torres Novas,Município,Total,Total,, pessoas,,34338.0,Região de Saúde LVT
2021.0,,Torres Vedras,Município,Total,Total,, pessoas,,84937.0,Região de Saúde LVT
2021.0,,Trancoso,Município,Total,Total,, pessoas,,8397.0,Região de Saúde do Centro
2021.0,,Trofa,Município,Total,Total,, pessoas,,39002.0,Região de Saúde Norte
2021.0,,Vagos,Município,Total,Total,, pessoas,,23401.0,Região de Saúde do Centro
2021.0,,Vale de Cambra,Município,Total,Total,, pessoas,,21289.0,Região de Saúde do Centro
2021.0,,Valença,Município,Total,Total,, pessoas,,13802.0,Região de Saúde Norte
2021.0,,Valongo,Município,Total,Total,, pessoas,,96649.0,Região de Saúde Norte
2021.0,,Valpaços,Município,Total,Total,, pessoas,,14585.0,Região de Saúde Norte
2021.0,,Velas,Município,Total,Total,, pessoas,,4951.0,Região Autónoma dos Açores
2021.0,,Vendas Novas,Município,Total,Total,, pessoas,,11363.0,Região de Saúde do Alentejo
2021.0,,Viana do Alentejo,Município,Total,Total,, pessoas,,5443.0,Região de Saúde do Alentejo
2021.0,,Viana do Castelo,Município,Total,Total,, pessoas,,86006.0,Região de Saúde Norte
2021.0,,Vidigueira,Município,Total,Total,, pessoas,,5218.0,Região de Saúde do Alentejo
2021.0,,Vieira do Minho,Município,Total,Total,, pessoas,,11998.0,Região de Saúde Norte
2021.0,,Vila da Praia da Vitória,Município,Total,Total,, pessoas,,19620.0,Região Autónoma dos Açores
2021.0,,Vila de Rei,Município,Total,Total,, pessoas,,3385.0,Região de Saúde do Centro
2021.0,,Vila do Bispo,Município,Total,Total,, pessoas,,5805.0,Região de Saúde do Algarve
2021.0,,Vila do Conde,Município,Total,Total,, pessoas,,82081.0,Região de Saúde Norte
2021.0,,Vila do Porto,Município,Total,Total,, pessoas,,5482.0,Região Autónoma dos Açores
2021.0,,Vila Flor,Município,Total,Total,, pessoas,,6056.0,Região de Saúde Norte
2021.0,,Vila Franca de Xira,Município,Total,Total,, pessoas,,137681.0,Região de Saúde LVT
2021.0,,Vila Franca do Campo,Município,Total,Total,, pessoas,,10360.0,Região Autónoma dos Açores
2021.0,,Vila Nova da Barquinha,Município,Total,Total,, pessoas,,7292.0,Região de Saúde LVT
2021.0,,Vila Nova de Cerveira,Município,Total,Total,, pessoas,,9006.0,Região de Saúde Norte
2021.0,,Vila Nova de Famalicão,Município,Total,Total,, pessoas,,134084.0,Região de Saúde Norte
2021.0,,Vila Nova de Foz Côa,Município,Total,Total,, pessoas,,6298.0,Região de Saúde do Centro
2021.0,,Vila Nova de Gaia,Município,Total,Total,, pessoas,,305906.0,Região de Saúde Norte
2021.0,,Vila Nova de Paiva,Município,Total,Total,, pessoas,,4685.0,Região de Saúde do Centro
2021.0,,Vila Nova de Poiares,Município,Total,Total,, pessoas,,7001.0,Região de Saúde do Centro
2021.0,,Vila Pouca de Aguiar,Município,Total,Total,, pessoas,,11793.0,Região de Saúde Norte
2021.0,,Vila Real,Município,Total,Total,, pessoas,,49599.0,Região de Saúde Norte
2021.0,,Vila Real de Santo António,Município,Total,Total,, pessoas,,18918.0,Região de Saúde do Algarve
2021.0,,Vila Velha de Ródão,Município,Total,Total,, pessoas,,3431.0,Região de Saúde do Centro
2021.0,,Vila Verde,Município,Total,Total,, pessoas,,46945.0,Região de Saúde Norte
2021.0,,Vila Viçosa,Município,Total,Total,, pessoas,,7382.0,Região de Saúde do Alentejo
2021.0,,Vimioso,Município,Total,Total,, pessoas,,4140.0,Região de Saúde Norte
2021.0,,Vinhais,Município,Total,Total,, pessoas,,7624.0,Região de Saúde Norte
2021.0,,Viseu,Município,Total,Total,, pessoas,,100237.0,Região de Saúde do Centro
2021.0,,Vizela,Município,Total,Total,, pessoas,,24086.0,Região de Saúde Norte
2021.0,,Vouzela,Município,Total,Total,, pessoas,,9709.0,Região de Saúde do Centro
2022.0,,Abrantes,Município,Total,Total,, pessoas,,33858.0,Região de Saúde LVT
2022.0,,Águeda,Município,Total,Total,, pessoas,,46663.0,Região de Saúde do Centro
2022.0,,Aguiar da Beira,Município,Total,Total,, pessoas,,5284.0,Região de Saúde do Centro
2022.0,,Alandroal,Município,Total,Total,, pessoas,,5009.0,Região de Saúde do Alentejo
2022.0,,Albergaria-a-Velha,Município,Total,Total,, pessoas,,25324.0,Região de Saúde do Centro
2022.0,,Albufeira,Município,Total,Total,, pessoas,,46513.0,Região de Saúde do Algarve
2022.0,,Alcácer do Sal,Município,Total,Total,, pessoas,,11056.0,Região de Saúde LVT
2022.0,,Alcanena,Município,Total,Total,, pessoas,,12614.0,Região de Saúde LVT
2022.0,,Alcobaça,Município,Total,Total,, pessoas,,56339.0,Região de Saúde LVT
2022.0,,Alcochete,Município,Total,Total,, pessoas,,19823.0,Região de Saúde LVT
2022.0,,Alcoutim,Município,Total,Total,, pessoas,,2458.0,Região de Saúde do Algarve
2022.0,,Alenquer,Município,Total,Total,, pessoas,,46919.0,Região de Saúde LVT
2022.0,,Alfândega da Fé,Município,Total,Total,, pessoas,,4245.0,Região de Saúde Norte
2022.0,,Alijó,Município,Total,Total,, pessoas,,10362.0,Região de Saúde Norte
2022.0,,Aljezur,Município,Total,Total,, pessoas,,6258.0,Região de Saúde do Algarve
2022.0,,Aljustrel,Município,Total,Total,, pessoas,,8907.0,Região de Saúde do Alentejo
2022.0,,Almada,Município,Total,Total,, pessoas,,179371.0,Região de Saúde LVT
2022.0,,Almeida,Município,Total,Total,, pessoas,,5697.0,Região de Saúde do Centro
2022.0,,Almeirim,Município,Total,Total,, pessoas,,22590.0,Região de Saúde LVT
2022.0,,Almodôvar,Município,Total,Total,, pessoas,,6689.0,Região de Saúde do Alentejo
2022.0,,Alpiarça,Município,Total,Total,, pessoas,,7213.0,Região de Saúde LVT
2022.0,,Alter do Chão,Município,Total,Total,, pessoas,,3164.0,Região de Saúde do Alentejo
2022.0,,Alvaiázere,Município,Total,Total,, pessoas,,6290.0,Região de Saúde LVT
2022.0,,Alvito,Município,Total,Total,, pessoas,,2263.0,Região de Saúde do Alentejo
2022.0,,Amadora,Município,Total,Total,, pessoas,,175107.0,Região de Saúde LVT
2022.0,,Amarante,Município,Total,Total,, pessoas,,52072.0,Região de Saúde Norte
2022.0,,Amares,Município,Total,Total,, pessoas,,19217.0,Região de Saúde Norte
2022.0,,Anadia,Município,Total,Total,, pessoas,,27876.0,Região de Saúde do Centro
2022.0,,Angra do Heroísmo,Município,Total,Total,, pessoas,,33911.0,Região Autónoma dos Açores
2022.0,,Ansião,Município,Total,Total,, pessoas,,11705.0,Região de Saúde LVT
2022.0,,Arcos de Valdevez,Município,Total,Total,, pessoas,,20713.0,Região de Saúde Norte
2022.0,,Arganil,Município,Total,Total,, pessoas,,11141.0,Região de Saúde do Centro
2022.0,,Armamar,Município,Total,Total,, pessoas,,5693.0,Região de Saúde do Centro
2022.0,,Arouca,Município,Total,Total,, pessoas,,20942.0,Região de Saúde do Centro
2022.0,,Arraiolos,Município,Total,Total,, pessoas,,6744.0,Região de Saúde do Alentejo
2022.0,,Arronches,Município,Total,Total,, pessoas,,2776.0,Região de Saúde do Alentejo
2022.0,,Arruda dos Vinhos,Município,Total,Total,, pessoas,,14910.0,Região de Saúde LVT
2022.0,,Aveiro,Município,Total,Total,, pessoas,,83801.0,Região de Saúde do Centro
2022.0,,Avis,Município,Total,Total,, pessoas,,3784.0,Região de Saúde do Alentejo
2022.0,,Azambuja,Município,Total,Total,, pessoas,,22363.0,Região de Saúde LVT
2022.0,,Baião,Município,Total,Total,, pessoas,,17278.0,Região de Saúde Norte
2022.0,,Barcelos,Município,Total,Total,, pessoas,,116684.0,Região de Saúde Norte
2022.0,,Barrancos,Município,Total,Total,, pessoas,,1457.0,Região de Saúde do Alentejo
2022.0,,Barreiro,Município,Total,Total,, pessoas,,79006.0,Região de Saúde LVT
2022.0,,Batalha,Município,Total,Total,, pessoas,,16133.0,Região de Saúde LVT
2022.0,,Beja,Município,Total,Total,, pessoas,,33617.0,Região de Saúde do Alentejo
2022.0,,Belmonte,Município,Total,Total,, pessoas,,6178.0,Região de Saúde do Centro
2022.0,,Benavente,Município,Total,Total,, pessoas,,31595.0,Região de Saúde LVT
2022.0,,Bombarral,Município,Total,Total,, pessoas,,13549.0,Região de Saúde LVT
2022.0,,Borba,Município,Total,Total,, pessoas,,6403.0,Região de Saúde do Alentejo
2022.0,,Boticas,Município,Total,Total,, pessoas,,4899.0,Região de Saúde Norte
2022.0,,Braga,Município,Total,Total,, pessoas,,198255.0,Região de Saúde Norte
2022.0,,Bragança,Município,Total,Total,, pessoas,,35036.0,Região de Saúde Norte
2022.0,,Cabeceiras de Basto,Município,Total,Total,, pessoas,,15509.0,Região de Saúde Norte
2022.0,,Cadaval,Município,Total,Total,, pessoas,,14068.0,Região de Saúde LVT
2022.0,,Caldas da Rainha,Município,Total,Total,, pessoas,,52739.0,Região de Saúde LVT
2022.0,,Calheta [R.A.A.],Município,Total,Total,, pessoas,,3514.0,Região Autónoma dos Açores
2022.0,,Calheta [R.A.M.],Município,Total,Total,, pessoas,,10975.0,Região Autónoma da Madeira
2022.0,,Câmara de Lobos,Município,Total,Total,, pessoas,,32422.0,Região Autónoma da Madeira
2022.0,,Caminha,Município,Total,Total,, pessoas,,16206.0,Região de Saúde Norte
2022.0,,Campo Maior,Município,Total,Total,, pessoas,,7956.0,Região de Saúde do Alentejo
2022.0,,Cantanhede,Município,Total,Total,, pessoas,,34446.0,Região de Saúde do Centro
2022.0,,Carrazeda de Ansiães,Município,Total,Total,, pessoas,,5396.0,Região de Saúde Norte
2022.0,,Carregal do Sal,Município,Total,Total,, pessoas,,9078.0,Região de Saúde do Centro
2022.0,,Cartaxo,Município,Total,Total,, pessoas,,23997.0,Região de Saúde LVT
2022.0,,Cascais,Município,Total,Total,, pessoas,,217226.0,Região de Saúde LVT
2022.0,,Castanheira de Pêra,Município,Total,Total,, pessoas,,2682.0,Região de Saúde LVT
2022.0,,Castelo Branco,Município,Total,Total,, pessoas,,52500.0,Região de Saúde do Centro
2022.0,,Castelo de Paiva,Município,Total,Total,, pessoas,,15392.0,Região de Saúde do Centro
2022.0,,Castelo de Vide,Município,Total,Total,, pessoas,,3210.0,Região de Saúde do Alentejo
2022.0,,Castro Daire,Município,Total,Total,, pessoas,,13622.0,Região de Saúde do Centro
2022.0,,Castro Marim,Município,Total,Total,, pessoas,,6710.0,Região de Saúde do Algarve
2022.0,,Castro Verde,Município,Total,Total,, pessoas,,6957.0,Região de Saúde do Alentejo
2022.0,,Celorico da Beira,Município,Total,Total,, pessoas,,6538.0,Região de Saúde do Centro
2022.0,,Celorico de Basto,Município,Total,Total,, pessoas,,17575.0,Região de Saúde Norte
2022.0,,Chamusca,Município,Total,Total,, pessoas,,8560.0,Região de Saúde LVT
2022.0,,Chaves,Município,Total,Total,, pessoas,,37326.0,Região de Saúde Norte
2022.0,,Cinfães,Município,Total,Total,, pessoas,,17560.0,Região de Saúde do Centro
2022.0,,Coimbra,Município,Total,Total,, pessoas,,142813.0,Região de Saúde do Centro
2022.0,,Condeixa-a-Nova,Município,Total,Total,, pessoas,,17204.0,Região de Saúde do Centro
2022.0,,Constância,Município,Total,Total,, pessoas,,3877.0,Região de Saúde LVT
2022.0,,Coruche,Município,Total,Total,, pessoas,,17373.0,Região de Saúde LVT
2022.0,,Corvo,Município,Total,Total,, pessoas,,434.0,Região Autónoma dos Açores
2022.0,,Covilhã,Município,Total,Total,, pessoas,,46081.0,Região de Saúde do Centro
2022.0,,Crato,Município,Total,Total,, pessoas,,3262.0,Região de Saúde do Alentejo
2022.0,,Cuba,Município,Total,Total,, pessoas,,4448.0,Região de Saúde do Alentejo
2022.0,,Elvas,Município,Total,Total,, pessoas,,20452.0,Região de Saúde do Alentejo
2022.0,,Entroncamento,Município,Total,Total,, pessoas,,21346.0,Região de Saúde LVT
2022.0,,Espinho,Município,Total,Total,, pessoas,,31884.0,Região de Saúde do Centro
2022.0,,Esposende,Município,Total,Total,, pessoas,,36462.0,Região de Saúde Norte
2022.0,,Estarreja,Município,Total,Total,, pessoas,,26656.0,Região de Saúde do Centro
2022.0,,Estremoz,Município,Total,Total,, pessoas,,12627.0,Região de Saúde do Alentejo
2022.0,,Évora,Município,Total,Total,, pessoas,,53787.0,Região de Saúde do Alentejo
2022.0,,Fafe,Município,Total,Total,, pessoas,,48350.0,Região de Saúde Norte
2022.0,,Faro,Município,Total,Total,, pessoas,,68924.0,Região de Saúde do Algarve
2022.0,,Felgueiras,Município,Total,Total,, pessoas,,55416.0,Região de Saúde Norte
2022.0,,Ferreira do Alentejo,Município,Total,Total,, pessoas,,7864.0,Região de Saúde do Alentejo
2022.0,,Ferreira do Zêzere,Município,Total,Total,, pessoas,,7897.0,Região de Saúde LVT
2022.0,,Figueira da Foz,Município,Total,Total,, pessoas,,59820.0,Região de Saúde do Centro
2022.0,,Figueira de Castelo Rodrigo,Município,Total,Total,, pessoas,,5065.0,Região de Saúde do Centro
2022.0,,Figueiró dos Vinhos,Município,Total,Total,, pessoas,,5213.0,Região de Saúde LVT
2022.0,,Fornos de Algodres,Município,Total,Total,, pessoas,,4373.0,Região de Saúde do Centro
2022.0,,Freixo de Espada à Cinta,Município,Total,Total,, pessoas,,3171.0,Região de Saúde Norte
2022.0,,Fronteira,Município,Total,Total,, pessoas,,2941.0,Região de Saúde do Alentejo
2022.0,,Funchal,Município,Total,Total,, pessoas,,107002.0,Região Autónoma da Madeira
2022.0,,Fundão,Município,Total,Total,, pessoas,,26630.0,Região de Saúde do Centro
2022.0,,Gavião,Município,Total,Total,, pessoas,,3361.0,Região de Saúde do Alentejo
2022.0,,Góis,Município,Total,Total,, pessoas,,3773.0,Região de Saúde do Centro
2022.0,,Golegã,Município,Total,Total,, pessoas,,5417.0,Região de Saúde LVT
2022.0,,Gondomar,Município,Total,Total,, pessoas,,167251.0,Região de Saúde Norte
2022.0,,Gouveia,Município,Total,Total,, pessoas,,12115.0,Região de Saúde do Centro
2022.0,,Grândola,Município,Total,Total,, pessoas,,14003.0,Região de Saúde LVT
2022.0,,Guarda,Município,Total,Total,, pessoas,,39893.0,Região de Saúde do Centro
2022.0,,Guimarães,Município,Total,Total,, pessoas,,156494.0,Região de Saúde Norte
2022.0,,Horta,Município,Total,Total,, pessoas,,14436.0,Região Autónoma dos Açores
2022.0,,Idanha-a-Nova,Município,Total,Total,, pessoas,,8406.0,Região de Saúde do Centro
2022.0,,Ílhavo,Município,Total,Total,, pessoas,,40938.0,Região de Saúde do Centro
2022.0,,Lagoa,Município,Total,Total,, pessoas,,24506.0,Região de Saúde do Algarve
2022.0,,Lagoa [R.A.A.],Município,Total,Total,, pessoas,,14725.0,Região Autónoma dos Açores
2022.0,,Lagos,Município,Total,Total,, pessoas,,34146.0,Região de Saúde do Algarve
2022.0,,Lajes das Flores,Município,Total,Total,, pessoas,,1439.0,Região Autónoma dos Açores
2022.0,,Lajes do Pico,Município,Total,Total,, pessoas,,4385.0,Região Autónoma dos Açores
2022.0,,Lamego,Município,Total,Total,, pessoas,,24163.0,Região de Saúde do Centro
2022.0,,Leiria,Município,Total,Total,, pessoas,,131432.0,Região de Saúde LVT
2022.0,,Lisboa,Município,Total,Total,, pessoas,,557519.0,Região de Saúde LVT
2022.0,,Loulé,Município,Total,Total,, pessoas,,73590.0,Região de Saúde do Algarve
2022.0,,Loures,Município,Total,Total,, pessoas,,204419.0,Região de Saúde LVT
2022.0,,Lourinhã,Município,Total,Total,, pessoas,,27667.0,Região de Saúde LVT
2022.0,,Lousã,Município,Total,Total,, pessoas,,17216.0,Região de Saúde do Centro
2022.0,,Lousada,Município,Total,Total,, pessoas,,47931.0,Região de Saúde Norte
2022.0,,Mação,Município,Total,Total,, pessoas,,6388.0,Região de Saúde LVT
2022.0,,Macedo de Cavaleiros,Município,Total,Total,, pessoas,,14160.0,Região de Saúde Norte
2022.0,,Machico,Município,Total,Total,, pessoas,,19550.0,Região Autónoma da Madeira
2022.0,,Madalena,Município,Total,Total,, pessoas,,6485.0,Região Autónoma dos Açores
2022.0,,Mafra,Município,Total,Total,, pessoas,,89349.0,Região de Saúde LVT
2022.0,,Maia,Município,Total,Total,, pessoas,,140332.0,Região de Saúde Norte
2022.0,,Mangualde,Município,Total,Total,, pessoas,,18330.0,Região de Saúde do Centro
2022.0,,Manteigas,Município,Total,Total,, pessoas,,2932.0,Região de Saúde do Centro
2022.0,,Marco de Canaveses,Município,Total,Total,, pessoas,,49460.0,Região de Saúde Norte
2022.0,,Marinha Grande,Município,Total,Total,, pessoas,,40140.0,Região de Saúde LVT
2022.0,,Marvão,Município,Total,Total,, pessoas,,3037.0,Região de Saúde do Alentejo
2022.0,,Matosinhos,Município,Total,Total,, pessoas,,177143.0,Região de Saúde Norte
2022.0,,Mealhada,Município,Total,Total,, pessoas,,19623.0,Região de Saúde do Centro
2022.0,,Mêda,Município,Total,Total,, pessoas,,4576.0,Região de Saúde do Centro
2022.0,,Melgaço,Município,Total,Total,, pessoas,,7615.0,Região de Saúde Norte
2022.0,,Mértola,Município,Total,Total,, pessoas,,6179.0,Região de Saúde do Alentejo
2022.0,,Mesão Frio,Município,Total,Total,, pessoas,,3514.0,Região de Saúde Norte
2022.0,,Mira,Município,Total,Total,, pessoas,,12291.0,Região de Saúde do Centro
2022.0,,Miranda do Corvo,Município,Total,Total,, pessoas,,12031.0,Região de Saúde do Centro
2022.0,,Miranda do Douro,Município,Total,Total,, pessoas,,6353.0,Região de Saúde Norte
2022.0,,Mirandela,Município,Total,Total,, pessoas,,21321.0,Região de Saúde Norte
2022.0,,Mogadouro,Município,Total,Total,, pessoas,,8260.0,Região de Saúde Norte
2022.0,,Moimenta da Beira,Município,Total,Total,, pessoas,,9616.0,Região de Saúde do Centro
2022.0,,Moita,Município,Total,Total,, pessoas,,67849.0,Região de Saúde LVT
2022.0,,Monção,Município,Total,Total,, pessoas,,17915.0,Região de Saúde Norte
2022.0,,Monchique,Município,Total,Total,, pessoas,,5363.0,Região de Saúde do Algarve
2022.0,,Mondim de Basto,Município,Total,Total,, pessoas,,6409.0,Região de Saúde Norte
2022.0,,Monforte,Município,Total,Total,, pessoas,,2975.0,Região de Saúde do Alentejo
2022.0,,Montalegre,Município,Total,Total,, pessoas,,9139.0,Região de Saúde Norte
2022.0,,Montemor-o-Novo,Município,Total,Total,, pessoas,,15896.0,Região de Saúde do Alentejo
2022.0,,Montemor-o-Velho,Município,Total,Total,, pessoas,,24721.0,Região de Saúde do Centro
2022.0,,Montijo,Município,Total,Total,, pessoas,,58043.0,Região de Saúde LVT
2022.0,,Mora,Município,Total,Total,, pessoas,,4177.0,Região de Saúde do Alentejo
2022.0,,Mortágua,Município,Total,Total,, pessoas,,8945.0,Região de Saúde do Centro
2022.0,,Moura,Município,Total,Total,, pessoas,,13327.0,Região de Saúde do Alentejo
2022.0,,Mourão,Município,Total,Total,, pessoas,,2396.0,Região de Saúde do Alentejo
